0.815,0.684,0.588
0.817,0.687,0.590
0.819,0.687,0.590
0.816,0.687,0.589
0.813,0.690,0.589
0.816,0.688,0.591
0.815,0.686,0.590
0.812,0.688,0.591
0.818,0.684,0.589
0.816,0.688,0.589
0.818,0.683,0.587
0.816,0.686,0.589
0.813,0.684,0.588
0.814,0.682,0.588
0.812,0.687,0.591
0.816,0.684,0.587
0.815,0.687,0.588
0.815,0.687,0.588
0.815,0.686,0.588
0.815,0.668,0.585
0.815,0.686,0.591
0.810,0.687,0.590
0.816,0.689,0.589
0.817,0.686,0.589
0.812,0.687,0.588
0.815,0.687,0.589
0.816,0.686,0.590
0.814,0.689,0.592
0.815,0.686,0.587
0.816,0.686,0.589
0.815,0.687,0.590
0.816,0.686,0.589
0.818,0.685,0.588
0.814,0.685,0.590
0.812,0.686,0.587
0.817,0.687,0.587
0.813,0.682,0.591
0.818,0.688,0.591
0.817,0.686,0.588
0.815,0.686,0.589
0.814,0.687,0.590
0.816,0.686,0.587
0.816,0.684,0.589
0.815,0.687,0.588
0.818,0.686,0.585
0.816,0.685,0.586
0.813,0.683,0.590
0.820,0.691,0.588
0.815,0.688,0.591
0.818,0.687,0.589
