0.002,0.015,0.035
0.002,0.014,0.034
0.002,0.016,0.035
0.002,0.015,0.036
0.002,0.016,0.036
0.002,0.015,0.035
0.002,0.014,0.033
0.002,0.016,0.036
0.002,0.015,0.033
0.002,0.015,0.034
0.002,0.015,0.034
0.002,0.015,0.035
0.002,0.014,0.035
0.002,0.014,0.032
0.002,0.015,0.035
0.002,0.015,0.034
0.002,0.016,0.035
0.002,0.015,0.035
0.002,0.014,0.033
0.002,0.012,0.032
0.002,0.015,0.034
0.002,0.015,0.035
0.002,0.016,0.036
0.002,0.014,0.035
0.002,0.014,0.034
0.002,0.015,0.034
0.002,0.015,0.035
0.002,0.015,0.036
0.002,0.016,0.034
0.002,0.015,0.035
0.002,0.016,0.035
0.002,0.015,0.035
0.002,0.015,0.035
0.002,0.015,0.035
0.002,0.015,0.033
0.002,0.015,0.034
0.002,0.014,0.034
0.002,0.015,0.034
0.002,0.014,0.034
0.002,0.015,0.035
0.002,0.014,0.035
0.002,0.015,0.034
0.002,0.015,0.035
0.002,0.015,0.035
0.002,0.017,0.035
0.002,0.015,0.034
0.002,0.014,0.033
0.002,0.015,0.036
0.002,0.016,0.035
0.002,0.015,0.035
